Name, Party, n_Spouses, n_Children, Religion, Birthyear 
Anton_Cermak, Democratic Party (United States), 0, 0, None, 1873 
Anton_Gunn, Democratic Party (United States), 0, 0, Christian, 1973 
Antonia_Novello, Republican Party (United States), 0, 0, None, 1944 
Antonin_Scalia, Republican Party (United States), 0, 1, Catholic Church, 1936 
Antonio_Cabral, Democratic Party (United States), 0, 0, None, 1955 
Antonio_Giarrusso, Republican Party (United States), 0, 0, None, 1962 
Antonio_Hayes, Democratic Party (United States), 0, 0, African Methodist Episcopal Church, 1977 
Antonio_Luján, Democratic Party (United States), 0, 0, Catholic Church, 1942 
Antonio_Munoz_(politician), Democratic Party (United States), 0, 0, Catholic Church, 1964 
Antonio_Parkinson, Democratic Party (United States), 0, 0, None, None 
Antonio_Reynoso, Democratic Party (United States), 0, 0, None, None 
Alben_W._Barkley, Democratic Party (United States), 1, 0, Methodism, 1877 
Albert_A._Carmichael, Democratic Party (United States), 0, 0, None, 1895 
Albert_A._Stirpe,_Jr., Democratic Party (United States), 0, 0, None, 1953 
Albert_A._Ultcht, Democratic Party (United States), 0, 0, None, None 
Albert_B._Cummins, Republican Party (United States), 0, 0, None, 1850 
Albert_B._Fall, Republican Party (United States), 0, 0, None, 1861 
Albert_B._White, Republican Party (United States), 1, 0, Presbyterianism, 1856 
Albert_Bauer, Democratic Party (United States), 0, 0, None, 1928 
Albert_Belan, Democratic Party (United States), 0, 0, None, 1930 
Albert_Boutwell, Democratic Party (United States), 0, 0, Methodism, 1904 
Albert_Brewer, Democratic Party (United States), 1, 0, Baptists, 1928 
Albert_Bustamante, Democratic Party (United States), 0, 0, None, 1935 
Albert_C._Baker, Democratic Party (United States), 0, 0, None, 1845 
Albert_C._Bostwick,_Jr., Republican Party (United States), 0, 0, None, 1901 
Albert_C._Cohn, Democratic Party (United States), 0, 1, None, 1885 
Albert_C._Pollard, Democratic Party (United States), 0, 0, Episcopal Church (United States), 1967 
Albert_C._Thompson, Republican Party (United States), 0, 0, None, 1842 
Albert_Clinton_Horton, Democratic Party (United States), 0, 0, Baptists, 1798 
Albert_Cole_(Massachusetts), Republican Party (United States), 0, 0, None, 1904 
Albert_Cole_Hopkins, Republican Party (United States), 0, 0, None, 1837 
Albert_David_Baumhart,_Jr., Republican Party (United States), 0, 0, None, 1908 
Albert_Douglas, Republican Party (United States), 0, 0, None, 1852 
Albert_E._Austin, Republican Party (United States), 0, 0, Episcopal Church (United States), 1877 
Albert_E._Mead, Republican Party (United States), 0, 0, None, 1861 
Albert_E._Pillsbury, Republican Party (United States), 0, 0, None, 1849 
Albert_E._Rice, Republican Party (United States), 0, 0, None, 1845 
Albert_Estopinal, Democratic Party (United States), 0, 1, None, 1845 
Albert_Estopinal,_Jr., Democratic Party (United States), 0, 0, Catholic Church, 1869 
Albert_F._Polk, Democratic Party (United States), 0, 0, None, 1869 
Albert_F._Richardson, Republican Party (United States), 0, 0, None, 1868 
Albert_G._Brown, Democratic Party (United States), 0, 0, None, 1813 
Albert_G._Burr, Democratic Party (United States), 0, 0, None, 1829 
Albert_G._Jenkins, Democratic Party (United States), 0, 0, None, 1830 
Albert_G._Riddle, Republican Party (United States), 0, 0, None, 1816 
Albert_G._Schmedeman, Democratic Party (United States), 0, 0, None, 1864 
Albert_G._Talbott, Democratic Party (United States), 0, 0, None, 1808 
Albert_Gallatin_Egbert, Democratic Party (United States), 0, 0, None, 1828 
Albert_Gore,_Sr., Democratic Party (United States), 1, 2, Southern Baptist Convention, 1907 
Albert_H._Bosch, Republican Party (United States), 0, 0, None, 1908 
Albert_H._McGeehan, Republican Party (United States), 0, 0, None, None 
Albert_H._Roberts, Democratic Party (United States), 0, 0, None, 1868 
Albert_Hale, Democratic Party (United States), 0, 0, Native American Church, None 
Albert_Herren, Democratic Party (United States), 0, 0, None, 1952 
Albert_J._Beveridge, Republican Party (United States), 1, 0, None, 1862 
Albert_J._Hopkins, Republican Party (United States), 0, 0, None, 1846 
Albert_J._Loveland, Democratic Party (United States), 0, 0, Christian, 1893 
Albert_J._Pearson, Democratic Party (United States), 0, 0, None, 1846 
Albert_Jennings_Fountain, Republican Party (United States), 0, 0, None, 1838 
Albert_Johnson_(congressman), Republican Party (United States), 0, 0, None, 1869 
Albert_Kocer, Democratic Party (United States), 0, 0, None, 1930 
Albert_Kookesh, Democratic Party (United States), 0, 0, None, 1948 
Albert_L._Smith,_Jr., Republican Party (United States), 0, 0, Christian, 1931 
Albert_Masland, Republican Party (United States), 0, 0, None, 1956 
Albert_McIntire, Republican Party (United States), 0, 0, None, 1853 
Albert_O._Brown, Republican Party (United States), 0, 0, Congregational church, 1853 
Albert_P._Langtry, Republican Party (United States), 0, 0, None, 1860 
Albert_P._Morano, Republican Party (United States), 0, 0, None, 1908 
Albert_Pettit, Republican Party (United States), 0, 0, None, 1930 
Albert_R._Howe, Republican Party (United States), 0, 0, None, 1840 
Albert_Rasco, Republican Party (United States), 0, 0, None, 1925 
Albert_Richard_Thomas, Democratic Party (United States), 1, 0, United Methodist Church, 1898 
Albert_Ritchie, Democratic Party (United States), 0, 0, Episcopal Church (United States), 1876 
Albert_Robinson_(Kentucky_politician), Republican Party (United States), 0, 0, None, 1938 
Albert_Rosellini, Democratic Party (United States), 0, 0, Catholic Church, 1910 
Albert_Rust, Democratic Party (United States), 0, 0, None, None 
Albert_S._Berry, Democratic Party (United States), 0, 0, None, 1836 
Albert_S._Burleson, Democratic Party (United States), 0, 0, None, 1863 
Albert_S._Herlong,_Jr., Democratic Party (United States), 0, 0, None, 1909 
Albert_S._Marks, Democratic Party (United States), 0, 0, None, 1836 
Albert_S._Willis, Democratic Party (United States), 0, 0, None, 1843 
Albert_Sealy, Republican Party (United States), 0, 0, None, 1917 
Albert_Sleeper, Republican Party (United States), 0, 0, Episcopal Church (United States), 1862 
Albert_Sommers, Republican Party (United States), 0, 0, None, None 
Albert_Spradling,_Jr., Democratic Party (United States), 0, 0, None, 1920 
Albert_Tate,_Jr., Democratic Party (United States), 0, 0, Catholic Church, 1920 
Albert_W._Gilchrist, Democratic Party (United States), 0, 0, None, 1858 
Albert_W._Hawkes, Republican Party (United States), 0, 0, None, 1878 
Albert_W._Johnson, Republican Party (United States), 0, 0, None, 1906 
Albert_Wynn, Democratic Party (United States), 0, 0, Baptists, 1951 
Alberta_Darling, Republican Party (United States), 0, 0, None, 1944 
Alberta_Tinsley-Talabi, Democratic Party (United States), 0, 0, None, None 
Albertis_S._Harrison,_Jr., Democratic Party (United States), 0, 0, Episcopal Church (United States), 1907 
Alberto_Coutinho, Democratic Party (United States), 0, 0, None, 1969 
Alberto_Gonzales, Republican Party (United States), 0, 0, Catholic Church, 1955 
Alberto_Torrico, Democratic Party (United States), 0, 0, None, 1969 
Albin_Provosty, Democratic Party (United States), 0, 0, Catholic Church, 1865 
Albinus_Nance, Republican Party (United States), 0, 0, None, 1848 
Albio_Sires, Democratic Party (United States), 0, 0, Catholic Church, 1951 
Albion_A._Perry, Republican Party (United States), 0, 0, None, 1851 
Alcee_Hastings, Democratic Party (United States), 0, 0, African Methodist Episcopal Church, 1936 
Alcibiades_DeBlanc, Democratic Party (United States), 0, 0, None, 1821 
Alcée_Louis_la_Branche, Democratic Party (United States), 0, 0, None, None 
Aldo_Tatangelo, Democratic Party (United States), 0, 0, Catholic Church, 1913 
Alec_Baldwin, Democratic Party (United States), 1, 1, None, 1958 
Alec_Brook-Krasny, Democratic Party (United States), 0, 0, Judaism, 1958 
Alecia_Webb-Edgington, Republican Party (United States), 0, 0, Baptists, 1966 
Alejandro_Almeida, Democratic Party (United States), 0, 0, None, None 
Alejandro_Mayorkas, Democratic Party (United States), 0, 0, None, 1959 
Alex_Atwood, Republican Party (United States), 0, 0, None, 1949 
Alex_B._Morse, Democratic Party (United States), 0, 0, Judaism, 1989 
Alex_Blanco, Democratic Party (United States), 0, 0, None, None 
Alex_Castellanos, Republican Party (United States), 0, 0, None, None 
Alex_Clark, Republican Party (United States), 0, 0, None, 1916 
Alex_DeCroce, Republican Party (United States), 0, 0, None, 1936 
Alex_Deccio, Republican Party (United States), 0, 0, None, 1921 
Alex_Díaz_de_la_Portilla, Republican Party (United States), 0, 0, Catholic Church, 1964 
Alex_Gorsky, Democratic Party (United States), 0, 0, None, None 
Alex_J._Groesbeck, Republican Party (United States), 0, 0, None, 1873 
Alex_Knopp, Democratic Party (United States), 0, 0, None, None 
Alex_M._Hyer, Democratic Party (United States), 0, 0, None, None 
Alex_McMillan, Republican Party (United States), 0, 0, None, 1932 
Alex_McMurtrie,_Jr., Democratic Party (United States), 0, 0, Catholic Church, 1935 
Alex_Meunier, Republican Party (United States), 0, 0, None, 1897 
Alex_Mooney, Republican Party (United States), 0, 0, Catholic Church, 1971 
Alex_Padilla, Democratic Party (United States), 0, 0, None, 1973 
Alex_Penelas, Democratic Party (United States), 0, 0, None, 1961 
Alex_Shook, Democratic Party (United States), 0, 0, Christian, 1969 
Alex_Sink, Democratic Party (United States), 1, 0, Presbyterianism, 1948 
Alex_W._Bealer, Republican Party (United States), 0, 0, None, 1921 
Alex_Warner, Democratic Party (United States), 0, 0, None, 1942 
Alexander_Asberry, Republican Party (United States), 0, 0, None, 1861 
Alexander_B._Bruce, Democratic Party (United States), 0, 0, None, 1853 
Alexander_Bickel, Republican Party (United States), 0, 0, None, 1924 
Alexander_Billmeyer, Democratic Party (United States), 0, 0, None, 1841 
Alexander_Boxwell, Republican Party (United States), 0, 0, None, 1852 
Alexander_Brush, Republican Party (United States), 0, 0, None, 1824 
Alexander_C._Feldman, Republican Party (United States), 0, 0, None, 1967 
Alexander_Caldwell, Republican Party (United States), 0, 0, None, 1830 
Alexander_Cummings_(territorial_governor), Republican Party (United States), 0, 0, None, 1810 
Alexander_D._Sims, Democratic Party (United States), 0, 0, None, 1803 
Alexander_Davis, Democratic Party (United States), 0, 0, None, 1833 
Alexander_Duncan_(politician), Democratic Party (United States), 0, 0, None, None 
Alexander_Farrelly, Democratic Party (United States), 1, 0, None, 1923 
Alexander_G._Barry, Republican Party (United States), 0, 0, None, 1892 
Alexander_G._Cattell, Republican Party (United States), 0, 0, None, 1816 
Alexander_G._Crockett, Democratic Party (United States), 0, 0, None, 1862 
Alexander_Gilmore_Cochran, Democratic Party (United States), 0, 0, None, 1846 
Alexander_Grant_(Massachusetts_politician), Republican Party (United States), 0, 0, None, None 
Alexander_H._Bailey, Republican Party (United States), 0, 0, None, 1817 
Alexander_H._Rice, Republican Party (United States), 0, 0, None, 1818 
Alexander_Haig, Republican Party (United States), 0, 1, Catholic Church, 1924 
Alexander_Hamilton_Coffroth, Democratic Party (United States), 0, 0, None, 1828 
Alexander_Kerr_Craig, Democratic Party (United States), 0, 0, None, 1828 
Alexander_Long, Democratic Party (United States), 0, 0, None, 1816 
Alexander_Loyd, Democratic Party (United States), 0, 0, None, 1805 
Alexander_MacWilliam,_Sr., Democratic Party (United States), 0, 0, None, 1891 
Alexander_Matturri, Republican Party (United States), 0, 0, Catholic Church, 1913 
Alexander_McDonald, Republican Party (United States), 0, 0, None, 1832 
Alexander_McKinstry, Republican Party (United States), 0, 0, None, 1822 
Alexander_McNutt_(governor), Democratic Party (United States), 0, 0, None, 1802 
Alexander_Mitchell_(Wisconsin_politician), Democratic Party (United States), 0, 1, None, 1817 
Alexander_Monroe_Dockery, Democratic Party (United States), 0, 0, None, 1845 
Alexander_O._Anderson, Democratic Party (United States), 0, 0, None, 1794 
Alexander_Oswald_Brodie, Republican Party (United States), 0, 0, None, 1849 
Alexander_Pirnie, Republican Party (United States), 0, 0, None, 1903 
Alexander_R._Hobbs, Democratic Party (United States), 0, 0, Baptists, 1852 
Alexander_Randall, Republican Party (United States), 0, 0, None, 1819 
Alexander_Robey_Shepherd, Republican Party (United States), 0, 0, None, 1835 
Alexander_S._Clay, Democratic Party (United States), 0, 0, None, 1853 
Alexander_S._McDill, Republican Party (United States), 0, 0, None, 1822 
Alexander_S._Wallace, Republican Party (United States), 0, 0, None, 1810 
Alexander_Smith_(American_politician), Republican Party (United States), 0, 0, None, 1818 
Alexander_St._Clair-Abrams, Democratic Party (United States), 0, 1, Catholic Church, 1845 
Alexander_Starne, Democratic Party (United States), 0, 0, None, 1813 
Alexander_Stewart_(American_politician), Republican Party (United States), 0, 0, None, 1829 
Alexander_Trowbridge, Democratic Party (United States), 0, 0, Presbyterianism, 1929 
Alexander_W._Buel, Democratic Party (United States), 0, 0, None, 1813 
Alexander_W._Monroe, Democratic Party (United States), 0, 0, None, 1817 
Alexander_Wiley, Republican Party (United States), 0, 0, None, 1884 
Alexandre_Mouton, Democratic Party (United States), 0, 0, None, 1804 
Alexi_Giannoulias, Democratic Party (United States), 1, 0, Greek Orthodox Church, 1976 
Alexis_Herman, Democratic Party (United States), 0, 0, None, 1947 
Alexis_I._du_Pont_Bayard, Democratic Party (United States), 1, 0, Episcopal Church (United States), 1918 
Alf_Landon, Republican Party (United States), 0, 1, Methodism, 1887 
Alfonso_C._Stabile, Republican Party (United States), 0, 0, None, 1947 
Alfonso_H._Lopez, Democratic Party (United States), 0, 0, None, 1970 
Alfonso_J._Cervantes, Democratic Party (United States), 0, 0, None, 1920 
Alfre_Woodard, Democratic Party (United States), 0, 0, None, 1952 
Alfred_A._Gemma, Democratic Party (United States), 0, 0, Catholic Church, 1939 
Alfred_A._Laun,_Jr., Republican Party (United States), 0, 0, None, 1905 
Alfred_A._Taylor, Republican Party (United States), 0, 0, None, 1848 
Alfred_Alexander_Freeman, Republican Party (United States), 0, 0, None, 1838 
Alfred_Briggs_Irion, Democratic Party (United States), 0, 0, None, 1833 
Alfred_Buckwalter_Garner, Republican Party (United States), 0, 0, None, 1873 
Alfred_C._Carr,_Jr., Democratic Party (United States), 0, 0, None, 1965 
Alfred_C._Chapin, Democratic Party (United States), 0, 0, None, 1848 
Alfred_C._Clapp, Republican Party (United States), 0, 0, Presbyterianism, 1903 
Alfred_C._Converse, Republican Party (United States), 0, 0, None, 1827 
Alfred_C._Harmer, Republican Party (United States), 0, 0, None, 1825 
Alfred_C._Sikes, Republican Party (United States), 0, 0, None, 1939 
